lat_cell,lon_cell,erc,fm100,fm1000,tmmx,vpd,vs
25.1,-81.1,17.649401,18.498162,20.380353,302.374994,0.760175,4.657009
25.1,-81.0,17.575644,18.542168,20.418422,302.289511,0.741681,4.706243
25.1,-80.9,17.784701,18.478276,20.361518,302.317035,0.756079,4.719204
25.1,-80.8,18.321764,18.262504,20.156858,302.36283,0.800286,4.787062
25.1,-80.7,19.122059,17.98368,19.86766,302.336629,0.831874,4.576756
25.1,-80.6,20.020439,17.692938,19.543908,302.215819,0.848963,4.31785
25.1,-80.5,21.601931,17.256238,19.029551,302.254941,0.898235,4.292516
25.1,-80.4,21.942947,17.182638,18.954756,302.380496,0.913256,4.394628
25.1,-80.3,21.320119,17.353619,19.164493,302.149395,0.861941,4.513799
25.2,-81.2,24.613488,16.963902,18.926291,302.415838,1.022158,5.100801
25.2,-81.1,17.13083,18.567573,20.577007,302.250318,0.755807,4.392035
25.2,-81.0,17.171808,18.565006,20.59662,302.250572,0.76041,4.435249
25.2,-80.9,17.225754,18.56458,20.572287,302.288016,0.755645,4.551368
25.2,-80.8,17.139094,18.559337,20.637456,302.400803,0.764065,4.699784
25.2,-80.7,17.281452,18.471963,20.591531,302.37517,0.774351,4.504439
25.2,-80.6,18.042176,18.216714,20.310965,302.281444,0.809008,4.357046
25.2,-80.5,19.256353,17.840417,19.888416,302.212098,0.848271,4.435958
25.2,-80.4,20.423319,17.51725,19.515999,302.274179,0.879443,4.629347
25.2,-80.3,21.172281,17.336914,19.270309,302.238845,0.892251,4.909858
25.3,-81.2,24.389981,17.003637,18.969755,302.416744,1.016839,5.055626
25.3,-81.1,16.915443,18.584096,20.646564,302.259914,0.762024,4.165772
25.3,-81.0,16.916565,18.604619,20.694348,302.245305,0.759134,4.199903
25.3,-80.9,16.839997,18.64891,20.757197,302.392037,0.759155,4.328712
25.3,-80.8,16.651025,18.704291,20.908272,302.790529,0.771181,4.458247
25.3,-80.7,16.792476,18.66248,20.845472,302.779962,0.76788,4.444651
25.3,-80.6,17.166232,18.532759,20.721673,302.540155,0.778221,4.495932
25.3,-80.5,18.159687,18.177403,20.379872,302.386434,0.824938,4.713923
25.3,-80.4,18.800046,17.877972,20.114745,302.180919,0.849814,4.953304
25.3,-80.3,20.263366,17.478325,19.589226,302.266904,0.900313,5.162
25.3,-80.2,20.401432,17.440938,19.462574,302.307444,0.912764,5.267907
25.4,-81.2,21.738096,17.54638,19.555182,302.362629,0.925416,4.605702
25.4,-81.1,16.849788,18.56495,20.666731,302.322232,0.775509,4.045652
25.4,-81.0,16.497127,18.656494,20.880447,302.625109,0.790113,4.060282
25.4,-80.9,16.578887,18.685686,20.915312,302.98713,0.797189,4.120754
25.4,-80.8,16.656513,18.699702,20.911229,303.094936,0.784057,4.175542
25.4,-80.7,16.53252,18.787955,20.9864,303.100745,0.74522,4.217517
25.4,-80.6,16.555032,18.751281,21.00425,302.943033,0.760827,4.417878
25.4,-80.5,16.9967,18.501488,20.823632,302.640937,0.807299,4.658477
25.4,-80.4,17.887914,18.121646,20.486139,302.244606,0.831553,4.81497
25.4,-80.3,19.077922,17.72248,20.012597,302.010923,0.861944,4.87943
25.4,-80.2,19.52408,17.621491,19.77269,302.15494,0.87818,4.924299
25.4,-80.1,18.839864,17.891138,19.983073,301.64987,0.781085,4.846606
25.5,-81.3,17.741501,18.34205,20.304001,302.542365,0.798463,3.943304
25.5,-81.2,17.365174,18.434512,20.472956,302.433009,0.791267,3.889737
25.5,-81.1,16.60406,18.604185,20.824865,302.569066,0.793002,3.900911
25.5,-81.0,16.37663,18.683674,20.966371,303.150706,0.812326,3.944889
25.5,-80.9,16.452643,18.685182,20.94338,303.223998,0.806716,3.959618
25.5,-80.8,16.554716,18.689914,20.893834,303.006551,0.782039,3.893246
25.5,-80.7,16.63587,18.675529,20.926621,303.108021,0.798609,3.853899
25.5,-80.6,16.279787,18.764118,21.091838,302.80766,0.769389,3.995604
25.5,-80.5,16.527236,18.61113,20.992913,302.363503,0.780507,4.145209
25.5,-80.4,17.423793,18.17474,20.656066,302.054402,0.82543,4.219701
25.5,-80.3,18.322009,17.887252,20.277863,301.553565,0.809331,4.245969
25.5,-80.2,19.210426,17.691604,19.898457,301.779632,0.834636,4.497167
25.6,-81.3,20.372239,17.817614,19.818708,302.544335,0.887199,3.900904
25.6,-81.2,17.126623,18.515108,20.63269,302.432959,0.775161,3.573623
25.6,-81.1,16.580441,18.638229,20.860287,302.549055,0.7742,3.656642
25.6,-81.0,16.804057,18.602799,20.811561,303.130361,0.813294,3.727956
25.6,-80.9,16.771927,18.632394,20.784708,303.138676,0.791037,3.726932
25.6,-80.8,16.967973,18.570513,20.720072,302.999938,0.801764,3.583289
25.6,-80.7,17.537438,18.394983,20.594765,303.101113,0.863828,3.45934
25.6,-80.6,16.797398,18.544701,20.87688,302.852726,0.811443,3.455527
25.6,-80.5,16.33441,18.601815,21.109795,302.45229,0.807896,3.502087
25.6,-80.4,17.198821,18.290424,20.77599,302.238881,0.850129,3.549988
25.6,-80.3,18.74674,17.809325,20.175208,301.954821,0.87045,3.640917
25.6,-80.2,20.348644,17.383788,19.567731,301.485809,0.846374,3.850192
25.7,-81.4,17.560758,18.506669,20.51919,302.534115,0.787002,3.363425
25.7,-81.3,17.453105,18.5258,20.569458,302.453486,0.767461,3.293403
25.7,-81.2,16.89594,18.647379,20.79064,302.408132,0.744026,3.288951
25.7,-81.1,16.88739,18.603061,20.804142,302.94214,0.798557,3.350454
25.7,-81.0,17.27062,18.50417,20.693198,303.438713,0.846296,3.386193
25.7,-80.9,17.354658,18.503654,20.619389,303.192912,0.812317,3.36813
25.7,-80.8,17.783911,18.349032,20.486718,303.078616,0.853149,3.258097
25.7,-80.7,18.0743,18.257117,20.432561,303.09282,0.892578,3.168813
25.7,-80.6,17.436429,18.339808,20.639756,303.068727,0.881137,3.128077
25.7,-80.5,17.080737,18.35328,20.815138,302.589819,0.867714,3.160104
25.7,-80.4,18.018699,18.055369,20.528613,302.382223,0.897098,3.226463
25.7,-80.3,19.858895,17.452283,19.860574,302.161722,0.934267,3.378784
25.7,-80.2,21.646792,16.946579,19.148075,301.690709,0.918618,3.768114
25.7,-80.1,21.674077,16.968629,19.07758,301.117301,0.852629,3.910573
25.8,-97.4,27.35602,16.470483,17.617947,302.143988,1.024403,4.751432
25.8,-81.7,22.980019,16.969627,18.886296,302.4424,0.890192,3.935774
25.8,-81.5,18.118668,18.349256,20.348343,302.507219,0.813038,3.455583
25.8,-81.4,17.650247,18.497537,20.51306,302.494725,0.784295,3.357011
25.8,-81.3,17.085784,18.642258,20.717803,302.499465,0.74912,3.261609
25.8,-81.2,16.925572,18.657896,20.804672,302.781212,0.761747,3.1817
25.8,-81.1,17.040989,18.57239,20.783418,303.353099,0.827559,3.17394
25.8,-81.0,17.484199,18.460065,20.643036,303.670871,0.868562,3.145194
25.8,-80.9,17.991475,18.320985,20.446989,303.247183,0.859682,3.101635
25.8,-80.8,18.473438,18.157649,20.310946,303.076675,0.899665,3.065697
25.8,-80.7,18.441685,18.155801,20.352924,303.094887,0.916555,3.101542
25.8,-80.6,18.264175,18.101292,20.412237,303.262243,0.951655,3.220583
25.8,-80.5,17.985782,18.072209,20.506225,302.840585,0.930918,3.337626
25.8,-80.4,18.549431,17.813729,20.373226,302.554682,0.94713,3.410028
25.8,-80.3,20.190141,17.219233,19.864014,302.216476,0.973657,3.49508
25.8,-80.2,21.234085,16.966597,19.340576,301.642986,0.915196,3.742264
25.8,-80.1,21.672931,16.904213,19.04836,300.921716,0.837718,4.162068
25.9,-97.6,29.643954,15.911274,17.041039,302.50936,1.147084,4.37996
25.9,-97.5,27.533849,16.421898,17.579308,302.349943,1.046861,4.590691
25.9,-97.4,26.689037,16.608396,17.774146,302.001012,1.002099,4.945327
25.9,-97.3,26.370656,16.63205,17.779477,301.119757,0.922923,5.424422
25.9,-97.2,26.812104,16.402109,17.537392,300.2415,0.869355,5.727927
25.9,-97.1,26.13957,16.520976,17.739715,299.829256,0.80824,5.777611
25.9,-81.8,20.77444,17.603066,19.565839,302.533323,0.920962,4.177183
25.9,-81.7,20.356525,17.722538,19.707548,302.520073,0.901964,3.977188
25.9,-81.6,18.852486,18.103956,20.169369,302.428635,0.8514,3.685884
25.9,-81.5,17.687389,18.426196,20.536889,302.453028,0.802723,3.481279
25.9,-81.4,17.378377,18.547093,20.640288,302.609748,0.781116,3.37025
25.9,-81.3,17.285014,18.604735,20.682044,303.016527,0.777111,3.261709
25.9,-81.2,16.818566,18.648706,20.837595,303.330736,0.797554,3.143636
25.9,-81.1,17.189167,18.535241,20.753978,303.679709,0.851208,3.075458
25.9,-81.0,17.517612,18.428534,20.630655,303.390524,0.855617,3.03234
25.9,-80.9,18.558551,18.151232,20.28186,303.033739,0.891745,3.011557
25.9,-80.8,18.735792,18.076839,20.249002,302.948788,0.921319,3.037853
25.9,-80.7,18.856288,18.018576,20.231674,303.027066,0.948378,3.180664
25.9,-80.6,18.919745,17.920451,20.223982,303.239686,0.988302,3.435307
25.9,-80.5,19.209906,17.726576,20.152569,303.171172,1.007296,3.648007
25.9,-80.4,19.121174,17.645213,20.216783,302.717467,0.984427,3.738231
25.9,-80.3,19.184535,17.526512,20.292979,302.401589,0.971328,3.693711
25.9,-80.2,20.246187,17.220107,19.791176,301.833318,0.92351,3.662306
25.9,-80.1,21.044332,17.018274,19.292979,301.143657,0.852493,4.138064
26.0,-98.3,34.500643,14.860602,15.857507,303.214918,1.372764,4.770081
26.0,-98.2,34.527276,14.834735,15.851655,303.206637,1.368372,4.777446
26.0,-98.1,34.078618,14.923701,15.943484,303.076844,1.340738,4.770129
26.0,-98.0,33.618858,15.014991,16.056688,302.849214,1.302215,4.709295
26.0,-97.9,34.027309,14.901189,15.93933,302.89182,1.322102,4.620827
26.0,-97.8,34.245716,14.803025,15.874014,302.969261,1.344933,4.558606
26.0,-97.7,33.560167,14.958609,16.043454,302.93796,1.331155,4.599348
26.0,-97.6,30.182239,15.800739,16.926248,302.585956,1.187293,4.747684
26.0,-97.5,27.221896,16.527045,17.679241,302.23949,1.038085,5.015908
26.0,-97.4,26.234614,16.722509,17.884789,301.692058,0.966617,5.28305
26.0,-97.3,27.036114,16.403972,17.53844,300.809692,0.92239,5.589126
26.0,-97.2,27.035432,16.310133,17.450024,300.059975,0.860935,5.786832
26.0,-97.1,26.059998,16.527059,17.732402,299.768968,0.814756,5.824178
26.0,-81.8,22.2266,16.939038,19.009962,302.555571,0.961253,4.558367
26.0,-81.7,19.638885,17.831328,19.955498,302.436659,0.914482,3.894252
26.0,-81.6,18.286344,18.182781,20.418064,302.551955,0.889628,3.646938
26.0,-81.5,17.620785,18.365845,20.626177,302.824015,0.868845,3.440262
26.0,-81.4,17.501881,18.408721,20.620488,303.168109,0.860498,3.311976
26.0,-81.3,17.205663,18.507377,20.686642,303.458368,0.841384,3.192301
26.0,-81.2,17.110286,18.542414,20.732772,303.607579,0.839449,3.086683
26.0,-81.1,17.384139,18.458817,20.675987,303.428397,0.859379,3.028539
26.0,-81.0,17.857968,18.284595,20.539515,303.033616,0.887368,3.008569
26.0,-80.9,18.532244,18.107039,20.304695,302.896867,0.913292,3.011381
26.0,-80.8,18.833189,18.023369,20.223914,302.931489,0.939815,3.057637
26.0,-80.7,19.152635,17.939763,20.1577,302.970719,0.964765,3.250977
26.0,-80.6,19.290343,17.836434,20.112407,303.030063,0.992782,3.584727
26.0,-80.5,19.63427,17.652621,20.055586,303.160924,1.029038,3.899843
26.0,-80.4,19.419429,17.568205,20.113777,302.76286,0.999628,4.043157
26.0,-80.3,19.209017,17.559211,20.166885,302.390981,0.974881,3.896121
26.0,-80.2,20.083506,17.262528,19.82133,302.058577,0.96075,3.70093
26.0,-80.1,20.889927,17.066444,19.420639,301.403058,0.887058,3.991768
26.1,-98.5,34.956237,14.836555,15.844735,303.361198,1.418641,4.489044
26.1,-98.4,35.581414,14.673486,15.641345,303.459069,1.445807,4.572869
26.1,-98.3,36.136599,14.495523,15.467388,303.427035,1.438908,4.63778
26.1,-98.2,36.126275,14.466576,15.46406,303.331448,1.419871,4.683517
26.1,-98.1,34.496181,14.854417,15.859381,303.115741,1.351382,4.693808
26.1,-98.0,33.316015,15.148707,16.163653,302.881268,1.287246,4.647914
26.1,-97.9,33.475594,15.065408,16.101317,302.848038,1.295432,4.585168
26.1,-97.8,33.714236,14.975751,16.033044,302.956972,1.324072,4.549828
26.1,-97.7,32.363778,15.288367,16.375314,302.847901,1.289099,4.731348
26.1,-97.6,29.045831,16.116581,17.238248,302.438434,1.138029,5.0375
26.1,-97.5,26.663838,16.674398,17.82092,302.082065,1.011902,5.335698
26.1,-97.4,26.386911,16.672164,17.825975,301.526914,0.961866,5.541075
26.1,-97.3,27.279142,16.333218,17.443182,300.680095,0.91847,5.728405
26.1,-97.2,27.180744,16.250189,17.389359,300.027022,0.865008,5.89689
26.1,-97.1,25.943772,16.53275,17.760127,299.725038,0.810097,5.91267
26.1,-81.8,21.623949,17.055584,19.226576,302.511604,0.97536,4.484891
26.1,-81.7,19.264105,17.892992,20.166278,302.587815,0.959778,3.732809
26.1,-81.6,18.381014,18.122268,20.399116,302.936818,0.937462,3.509577
26.1,-81.5,17.794655,18.321049,20.557126,303.445167,0.904905,3.297749
26.1,-81.4,17.752004,18.365991,20.528415,303.554396,0.877128,3.160579
26.1,-81.3,17.744308,18.385257,20.493802,303.525254,0.861795,3.050096
26.1,-81.2,17.876896,18.353501,20.455403,303.365079,0.868677,2.993227
26.1,-81.1,17.806951,18.329531,20.511945,303.12793,0.881108,2.991589
26.1,-81.0,17.93541,18.249819,20.505083,302.982296,0.905643,2.999951
26.1,-80.9,18.204717,18.169558,20.437005,302.955178,0.924637,3.009466
26.1,-80.8,18.73985,18.049122,20.295856,302.987096,0.953892,3.060362
26.1,-80.7,19.12449,17.959161,20.186129,302.941987,0.97012,3.254087
26.1,-80.6,19.35608,17.840563,20.09679,302.898665,0.990042,3.627452
26.1,-80.5,19.524129,17.734723,20.0721,302.913359,0.997445,4.04516
26.1,-80.4,19.366851,17.632471,20.11963,302.600163,0.978022,4.273077
26.1,-80.3,18.910438,17.677698,20.242583,302.250396,0.949538,4.112071
26.1,-80.2,19.876447,17.331893,19.913367,302.001457,0.955174,3.846028
26.1,-80.1,21.107455,16.976151,19.365109,301.724559,0.937612,3.897074
26.2,-98.8,35.45742,14.838585,15.763891,303.662182,1.490759,4.351186
26.2,-98.7,35.658489,14.758792,15.692151,303.682146,1.490423,4.351897
26.2,-98.6,35.431778,14.789195,15.736858,303.576085,1.461533,4.410614
26.2,-98.5,35.644383,14.730826,15.693892,303.538043,1.45477,4.462669
26.2,-98.4,35.68721,14.701794,15.669041,303.500084,1.446933,4.496836
26.2,-98.3,36.630004,14.395359,15.359351,303.494907,1.460469,4.544741
26.2,-98.2,36.543341,14.368659,15.370649,303.328839,1.437886,4.616704
26.2,-98.1,34.602996,14.838425,15.849831,303.138818,1.362777,4.668466
26.2,-98.0,32.993081,15.232371,16.253093,302.952145,1.287631,4.641618
26.2,-97.9,33.07346,15.1835,16.213511,302.939035,1.293637,4.578432
26.2,-97.8,33.056619,15.142229,16.200467,302.981536,1.313439,4.536944
26.2,-97.7,30.965418,15.67906,16.733519,302.692035,1.225644,4.734563
26.2,-97.6,28.050982,16.374936,17.472624,302.26063,1.09022,5.049465
26.2,-97.5,25.98603,16.843378,17.99344,301.795148,0.972713,5.349495
26.2,-97.4,26.214506,16.711342,17.842989,301.132299,0.928621,5.560332
26.2,-97.3,26.656676,16.488934,17.602493,300.358588,0.880315,5.792512
26.2,-97.2,26.333457,16.469452,17.63685,299.935222,0.839575,6.058178
26.2,-97.1,25.033135,16.785488,18.04021,299.682841,0.777712,6.116026
26.2,-81.8,20.527804,17.49955,19.678605,302.557443,0.975652,3.592537
26.2,-81.7,19.394901,17.866107,20.156406,302.716447,0.975613,3.471999
26.2,-81.6,18.782016,18.046982,20.272258,303.170172,0.95541,3.272966
26.2,-81.5,18.165041,18.272014,20.427106,303.507172,0.911348,3.085285
26.2,-81.4,18.299182,18.255669,20.336885,303.376351,0.889117,2.969914
26.2,-81.3,18.234039,18.317154,20.334853,303.372948,0.854293,2.897757
26.2,-81.2,18.131065,18.316514,20.375948,303.301335,0.868603,2.898714
26.2,-81.1,18.041435,18.286449,20.454586,303.131275,0.89146,2.934759
26.2,-81.0,18.139809,18.233478,20.455171,303.014079,0.910211,2.951074
26.2,-80.9,18.138923,18.195503,20.480289,302.954274,0.927963,2.959921
26.2,-80.8,18.619557,18.087965,20.350148,302.910928,0.948397,3.030808
26.2,-80.7,18.852387,18.015454,20.291638,302.903661,0.967275,3.201593
26.2,-80.6,19.175618,17.910364,20.182892,302.874149,0.985281,3.58413
26.2,-80.5,19.115727,17.842363,20.195614,302.860495,0.986701,4.04463
26.2,-80.4,19.241892,17.66936,20.148905,302.671433,0.983122,4.328731
26.2,-80.3,19.36449,17.507576,20.151118,302.434065,0.987105,4.248754
26.2,-80.2,20.880107,17.034265,19.622996,302.212969,1.01009,3.959717
26.2,-80.1,22.424269,16.637549,18.952649,302.202489,1.022747,3.846246
26.2,-80.0,21.807631,16.794496,19.058746,301.679589,0.916728,3.832053
26.3,-98.9,35.255085,14.957811,15.854782,303.802999,1.501272,4.421528
26.3,-98.8,35.602721,14.854894,15.748939,303.834511,1.511515,4.371161
26.3,-98.7,35.769918,14.764421,15.674654,303.812286,1.502079,4.341793
26.3,-98.6,35.560579,14.774062,15.706968,303.592054,1.463915,4.390309
26.3,-98.5,35.034526,14.88415,15.834052,303.491713,1.434399,4.468256
26.3,-98.4,35.155711,14.835583,15.787729,303.463579,1.432194,4.534863
26.3,-98.3,35.49025,14.705317,15.663541,303.458175,1.435383,4.616103
26.3,-98.2,35.196574,14.764292,15.745246,303.326549,1.405113,4.700211
26.3,-98.1,34.10438,14.989288,16.001678,303.204607,1.359407,4.766979
26.3,-98.0,33.352893,15.132357,16.163793,303.074828,1.322149,4.726089
26.3,-97.9,33.19997,15.144043,16.180104,303.00572,1.312724,4.63315
26.3,-97.8,32.811674,15.209202,16.264198,302.992861,1.306875,4.550301
26.3,-97.7,29.982928,15.901229,16.990744,302.629676,1.192143,4.672991
26.3,-97.6,27.321778,16.532662,17.666704,302.116903,1.057201,4.938705
26.3,-97.5,25.511269,16.981291,18.099784,301.377594,0.921401,5.240708
26.3,-97.4,25.857086,16.785035,17.902176,300.636829,0.881694,5.487864
26.3,-97.3,26.022946,16.64259,17.764602,299.998875,0.836615,5.808222
26.3,-97.2,25.723933,16.639534,17.829681,299.824472,0.81838,6.16056
26.3,-97.1,24.594166,16.919352,18.171704,299.583743,0.757902,6.236501
26.3,-81.9,20.84883,17.527833,19.610526,302.518889,0.996222,3.428779
26.3,-81.8,20.271268,17.645486,19.837442,302.505619,0.981808,3.334675
26.3,-81.7,19.648989,17.789099,20.047123,302.679838,0.979212,3.226505
26.3,-81.6,19.307437,17.946303,20.088574,303.153035,0.961677,3.071739
26.3,-81.5,18.847426,18.125667,20.209481,303.350297,0.931757,2.940183
26.3,-81.4,18.594238,18.228569,20.249561,303.263247,0.891078,2.868289
26.3,-81.3,18.339228,18.297909,20.305829,303.314025,0.865537,2.833032
26.3,-81.2,18.226028,18.277984,20.361122,303.273044,0.886497,2.845036
26.3,-81.1,18.315736,18.204374,20.386357,303.127664,0.917265,2.846265
26.3,-81.0,18.630911,18.121774,20.353423,303.04008,0.941551,2.845059
26.3,-80.9,18.682769,18.061879,20.327995,302.962971,0.958877,2.863667
26.3,-80.8,18.973078,18.000386,20.272089,302.869648,0.965964,2.969019
26.3,-80.7,19.046585,17.947044,20.242069,302.848053,0.978823,3.147774
26.3,-80.6,19.187717,17.909543,20.20844,302.811761,0.983742,3.493175
26.3,-80.5,19.047346,17.888444,20.248802,302.765948,0.980688,3.840332
26.3,-80.4,19.087192,17.753145,20.209839,302.678721,0.978748,4.034208
26.3,-80.3,19.527937,17.461084,20.113156,302.539057,1.001122,4.018865
26.3,-80.2,21.060012,16.961638,19.574079,302.36624,1.023211,3.862693
26.3,-80.1,23.038761,16.430079,18.827803,302.393516,1.061066,3.844321
26.3,-80.0,22.133698,16.682785,18.984032,301.715162,0.929729,3.856329
26.4,-99.1,35.547747,14.876529,15.776263,304.166446,1.550272,4.31697
26.4,-99.0,35.493225,14.868048,15.783676,304.022593,1.535473,4.411281
26.4,-98.9,35.500228,14.877251,15.799865,303.921466,1.521911,4.441467
26.4,-98.8,35.75019,14.822441,15.711458,303.872097,1.517177,4.36155
26.4,-98.7,35.772392,14.775101,15.671962,303.734977,1.49641,4.281767
26.4,-98.6,35.427435,14.8253,15.72537,303.50277,1.449684,4.34279
26.4,-98.5,34.709258,14.959656,15.884612,303.428572,1.41787,4.473379
26.4,-98.4,34.693123,14.927568,15.893869,303.415045,1.420015,4.590852
26.4,-98.3,34.43114,14.98664,15.950791,303.433761,1.407707,4.715386
26.4,-98.2,33.866644,15.115457,16.087489,303.451211,1.382152,4.812245
26.4,-98.1,33.240969,15.239637,16.23551,303.345614,1.348853,4.90861
26.4,-98.0,33.107298,15.205698,16.248338,303.18677,1.334816,4.843292
26.4,-97.9,33.208471,15.127119,16.214669,303.110158,1.336239,4.700677
26.4,-97.8,32.096057,15.397995,16.499714,303.015583,1.299557,4.565523
26.4,-97.7,29.059672,16.126513,17.256049,302.537455,1.152041,4.602764
26.4,-97.6,26.390569,16.762483,17.891298,301.70161,0.980786,4.811264
26.4,-97.5,25.23297,17.014909,18.122305,300.685036,0.857517,5.079842
26.4,-97.4,25.791752,16.785854,17.879428,299.93639,0.821734,5.303848
26.4,-97.3,25.409945,16.816373,17.93812,299.555714,0.782702,5.561757
26.4,-97.2,24.681925,16.94858,18.145011,299.48193,0.753976,5.797104
26.4,-82.2,21.171737,17.490165,19.255881,301.994563,0.971087,4.815205
26.4,-82.1,21.70657,17.340267,19.080952,301.871849,0.968319,4.49177
26.4,-82.0,19.999179,17.615137,19.642097,302.216517,0.968548,3.93938
26.4,-81.9,20.808782,17.440063,19.524727,302.355632,0.992425,3.536273
26.4,-81.8,20.583428,17.545503,19.74819,302.408353,0.989703,3.125411
26.4,-81.7,20.097188,17.657987,19.88863,302.564989,0.986893,3.087565
26.4,-81.6,19.296904,17.961559,20.115548,302.969035,0.955399,3.017712
26.4,-81.5,19.444765,18.006464,20.056874,303.197792,0.953777,2.930463
26.4,-81.4,19.204354,18.088136,20.105745,303.110862,0.924064,2.868887
26.4,-81.3,18.86313,18.118905,20.150076,303.117904,0.915207,2.844222
26.4,-81.2,18.762781,18.118573,20.212866,303.119071,0.925254,2.839998
26.4,-81.1,18.807402,18.072687,20.233667,303.066987,0.945279,2.802052
26.4,-81.0,18.800675,18.031404,20.281323,303.005874,0.962526,2.768548
26.4,-80.9,18.776247,18.003975,20.310412,302.924404,0.973746,2.778705
26.4,-80.8,18.830581,17.997306,20.326969,302.818991,0.972467,2.906841
26.4,-80.7,19.082051,17.946339,20.242683,302.767039,0.976271,3.069492
26.4,-80.6,19.305752,17.887629,20.136781,302.712815,0.976681,3.291591
26.4,-80.5,19.011786,17.910653,20.268467,302.659644,0.973351,3.481113
26.4,-80.4,18.958843,17.842352,20.314167,302.678598,0.979076,3.572486
26.4,-80.3,19.575012,17.553437,20.077104,302.551219,0.986307,3.563112
26.4,-80.2,21.044406,17.04425,19.568436,302.366286,1.00352,3.565422
26.4,-80.1,22.839937,16.4893,18.922626,302.322069,1.038169,3.794355
26.4,-80.0,22.155733,16.662268,19.006465,301.486666,0.913591,3.914667
26.5,-99.2,36.016689,14.823994,15.657113,304.285495,1.573255,4.186378
26.5,-99.1,36.069027,14.778403,15.65176,304.337779,1.580779,4.308996
26.5,-99.0,35.950289,14.741881,15.657869,304.064344,1.556894,4.431377
26.5,-98.9,36.026145,14.709098,15.636881,303.891578,1.541011,4.480289
26.5,-98.8,36.216482,14.665345,15.583263,303.820056,1.52797,4.391409
26.5,-98.7,35.668146,14.795691,15.707206,303.519262,1.474862,4.313638
26.5,-98.6,35.181136,14.891218,15.807227,303.347516,1.433199,4.371965
26.5,-98.5,34.552047,14.990758,15.93405,303.291942,1.407457,4.50268
26.5,-98.4,34.279229,15.03175,16.005217,303.297503,1.405636,4.622219
26.5,-98.3,34.052613,15.081776,16.051413,303.390298,1.398429,4.741473
26.5,-98.2,33.615927,15.190475,16.148179,303.441603,1.375332,4.815033
26.5,-98.1,33.246079,15.283736,16.246311,303.343868,1.344395,4.888505
26.5,-98.0,32.854198,15.260751,16.340667,303.178613,1.334026,4.819577
26.5,-97.9,32.869401,15.194267,16.340297,303.154024,1.344039,4.683344
26.5,-97.8,31.332534,15.582307,16.731061,303.023876,1.286708,4.543221
26.5,-97.7,28.489302,16.248397,17.430127,302.418791,1.126183,4.526177
26.5,-97.6,25.849451,16.898757,18.06096,301.399796,0.931838,4.681604
26.5,-97.5,25.730809,16.889613,17.974505,300.262647,0.832554,4.902867
26.5,-97.4,26.219198,16.715013,17.768541,299.527846,0.789981,5.076174
26.5,-97.3,25.389752,16.866838,17.964285,299.298835,0.754219,5.207409
26.5,-97.2,24.085268,17.172244,18.353645,299.028488,0.688109,5.266513
26.5,-82.3,22.192859,17.098488,18.898342,299.377465,0.767503,4.9135
26.5,-82.2,20.449443,17.646603,19.530204,301.939086,0.958211,4.52624
26.5,-82.1,21.563914,17.465098,19.439389,302.234907,0.985838,3.563149
26.5,-82.0,21.054058,17.496549,19.644276,302.24964,0.985326,3.318486
26.5,-81.9,21.255502,17.381386,19.645131,302.311405,1.001622,3.170968
26.5,-81.8,21.523389,17.272809,19.503851,302.387567,1.012339,3.126691
26.5,-81.7,20.68052,17.491201,19.733349,302.525239,1.001699,3.10195
26.5,-81.6,19.389278,17.926362,20.144689,302.924593,0.975126,3.053699
26.5,-81.5,19.505991,17.950157,20.094297,303.068046,0.972182,2.971834
26.5,-81.4,19.436123,17.973406,20.068993,302.983091,0.95329,2.90386
26.5,-81.3,19.23024,17.99918,20.059159,303.007285,0.945408,2.878276
26.5,-81.2,19.423514,17.94296,20.018458,303.036457,0.963625,2.871632
26.5,-81.1,19.324415,17.956081,20.104602,303.06453,0.972986,2.828465
26.5,-81.0,19.425672,17.90707,20.069835,302.953469,0.978351,2.792047
26.5,-80.9,19.218154,17.903472,20.147973,302.856485,0.981397,2.796937
26.5,-80.8,19.125661,17.922316,20.211328,302.745469,0.977494,2.900482
26.5,-80.7,19.298627,17.927622,20.176076,302.659499,0.970008,3.026386
26.5,-80.6,19.245707,17.899483,20.160248,302.631763,0.972096,3.150675
26.5,-80.5,18.991494,17.900078,20.269778,302.604264,0.973186,3.261097
26.5,-80.4,18.922704,17.877088,20.363283,302.666915,0.982038,3.343728
26.5,-80.3,19.52529,17.637388,20.10344,302.550293,0.976532,3.469
26.5,-80.2,20.502738,17.279705,19.759517,302.284216,0.971696,3.684126
26.5,-80.1,21.967281,16.774114,19.22817,302.201022,1.003619,4.028028
26.5,-80.0,16.205865,19.203636,21.560868,301.540755,0.742818,4.209638
26.6,-99.3,36.240509,14.700416,15.599332,304.017318,1.556792,4.130819
26.6,-99.2,36.245279,14.738655,15.600895,304.186394,1.567079,4.178167
26.6,-99.1,36.237649,14.698754,15.601169,304.086207,1.561619,4.301785
26.6,-99.0,36.379958,14.610045,15.539284,303.941661,1.558664,4.445513
26.6,-98.9,36.607311,14.544102,15.468918,303.907955,1.554406,4.524187
26.6,-98.8,36.446558,14.579372,15.499551,303.719008,1.521179,4.477912
26.6,-98.7,36.003204,14.680202,15.604187,303.37301,1.472611,4.456192
26.6,-98.6,34.783554,14.957815,15.895708,303.27052,1.418303,4.497161
26.6,-98.5,34.429447,15.005769,15.964629,303.271176,1.406835,4.57231
